SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,300000,N,0,복식부기,예산세출,333028000,219476000,20652000,74859000,118771000,S010000371,3273240000,6012389.9,B100000001,01,일반고등학교,N,강동고등학교,
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,5000000,N,40000000,복식부기,예산세출,440191000,287259000,19261000,89678000,217814000,S010000372,5700655000,6705974.4,B100000001,01,일반고등학교,N,강서고등학교,
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,1000,N,170000000,복식부기,예산세출,561593000,267017000,21450000,68893000,231048000,S010000374,6577583000,8009721.1,B100000001,01,일반고등학교,N,건국대학교사범대학부속고등학교,
고,사립,04,서울특별시 동작구,4,서울특별시교육청,서울특별시교육청,B100000001,6000000,N,2800000000,복식부기,예산세출,576370000,130989000,99970000,294790000,355855000,S010000378,3980365000,12703141.8,B100000001,01,일반고등학교,N,경문고등학교,
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,40000000,복식부기,예산세출,451342000,207668000,73463000,168166000,780995000,S010000380,4806762000,10808602.6,B100000001,01,일반고등학교,N,경복여자고등학교,
고,사립,04,서울특별시 마포구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,30000000,복식부기,예산세출,336547000,238161000,347000000,119980000,260805000,S010000381,4281298000,8785275.4,B100000001,01,일반고등학교,N,경성고등학교,
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,30495000,N,0,복식부기,예산세출,636429000,129617000,109700000,43435000,77876000,S010000382,4697324000,12364743.0,B100000001,01,일반고등학교,N,경신고등학교,
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,20000000,복식부기,예산세출,380000000,202757000,63270000,113470000,650546000,S010000384,4202957000,7758953.2,B100000001,01,자율고등학교,N,경희고등학교,
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,100000000,복식부기,예산세출,421740000,116693000,45122000,232277000,71890000,S010000385,3956336000,13398531.2,B100000001,01,일반고등학교,N,경희여자고등학교,
고,사립,04,서울특별시 성북구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,10000000,복식부기,예산세출,609738000,196777000,41373000,334871000,371739000,S010000386,4977866000,7863418.3,B100000001,01,일반고등학교,N,계성고등학교,
,사립,04,서울특별시 성북구,,서울특별시교육청,서울특별시교육청,B100000001,7000000,N,30000000,복식부기,예산세출,407802000,155905000,51300000,333412000,221820000,S010000387,5496372000,9659381.8,B100000001,01,일반고등학교,N,고려대학교사범대학부속고등학교,
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,0,복식부기,예산세출,546065000,273581000,27270000,89032000,164524000,S010000392,6635711000,7007412.1,B100000001,01,일반고등학교,N,광문고등학교,
,사립,04,서울특별시 마포구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,30000000,복식부기,예산세출,354404000,211204000,355900000,350669000,597391000,S010000393,4804487000,9084085.4,B100000001,01,일반고등학교,N,광성고등학교,
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,0,복식부기,예산세출,407296000,215587000,11912000,56180000,166487000,S010000394,4374923000,10159970.9,B100000001,01,일반고등학교,N,광신고등학교,
