SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,30000000,22324000,0,0,1500000,S010000371,4913261000,B100000001,01,일반고등학교,N,강동고등학교
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,40000000,18616000,0,0,105000000,S010000372,6771144000,B100000001,01,일반고등학교,N,강서고등학교
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,29001000,87300000,0,75348000,376859000,S010000374,7548827000,B100000001,01,일반고등학교,N,건국대학교사범대학부속고등학교
고,사립,04,서울특별시 동작구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,25000000,75030000,0,467133000,301520000,S010000378,4835168000,B100000001,01,일반고등학교,N,경문고등학교
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,18000000,19230000,0,343402000,391000000,S010000380,5613251000,B100000001,01,일반고등학교,N,경복여자고등학교
고,사립,04,서울특별시 마포구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,15000000,38680000,0,400000000,0,S010000381,5004633000,B100000001,01,일반고등학교,N,경성고등학교
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,29000000,115104000,0,0,40000000,S010000382,5561513000,B100000001,01,일반고등학교,N,경신고등학교
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,0,58532000,0,5387100000,398368000,S010000384,0,B100000001,01,자율고등학교,N,경희고등학교
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,0,50415000,0,0,146600000,S010000385,4604504000,B100000001,01,일반고등학교,N,경희여자고등학교
고,사립,04,서울특별시 성북구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,30000000,8050000,0,522721000,539296000,S010000386,5748684000,B100000001,01,일반고등학교,N,계성고등학교
,사립,04,서울특별시 성북구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,8000000,14012000,0,345135000,425750000,S010000387,6227401000,B100000001,01,일반고등학교,N,고려대학교사범대학부속고등학교
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,20000000,48261000,0,0,79206000,S010000392,8037725000,B100000001,01,일반고등학교,N,광문고등학교
,사립,04,서울특별시 마포구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,35000000,111730000,0,1118262000,449009000,S010000393,5968691000,B100000001,01,일반고등학교,N,광성고등학교
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,30000000,16650000,0,53557000,11850000,S010000394,5000580000,B100000001,01,일반고등학교,N,광신고등학교
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,0,0,0,0,12000000,S010000396,7406975000,B100000001,01,일반고등학교,N,광영고등학교
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,0,11400000,0,0,12000000,S010000397,7973945000,B100000001,01,일반고등학교,N,광영여자고등학교
고,사립,04,서울특별시 관악구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,20000000,75941000,0,65822000,56160000,S010000403,6377935000,B100000001,01,일반고등학교,N,남강고등학교
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,45000000,58500000,0,0,469452000,S010000405,7277758000,B100000001,01,일반고등학교,N,단국대학교사범대학부속고등학교
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,50000000,160842000,0,5122623000,419720000,S010000407,0,B100000001,01,자율고등학교,N,대광고등학교
고,사립,04,서울특별시 은평구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,40000000,51700000,0,651929000,406275000,S010000408,6478864000,B100000001,01,일반고등학교,N,대성고등학교
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,10000000,45030000,0,49320000,55836000,S010000409,5260903000,B100000001,01,일반고등학교,N,대신고등학교
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,1000,19400000,0,219572000,1635418000,S010000411,5302698000,B100000001,01,일반고등학교,N,대원고등학교
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,10000000,17255000,0,369808000,174000000,S010000412,5261430000,B100000001,01,일반고등학교,N,대원여자고등학교
고,사립,04,서울특별시 강서구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,20000000,17460000,0,120000000,160000000,S010000413,6686125000,B100000001,01,일반고등학교,N,대일고등학교
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,20000000,22350000,0,379500000,532968000,S010000414,6704075000,B100000001,01,일반고등학교,N,대진고등학교
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,25000000,31740000,0,272402000,456500000,S010000415,8131001000,B100000001,01,일반고등학교,N,대진여자고등학교
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,110000000,23100000,0,216074000,499020000,S010000416,6791778000,B100000001,01,특성화고등학교,N,대진디자인고등학교
고,사립,04,서울특별시 종로구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,20000000,10150000,0,193833000,593786000,S010000417,5168380000,B100000001,01,일반고등학교,N,덕성여자고등학교
고,사립,04,서울특별시 강서구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,40000000,67251000,0,0,139034000,S010000418,8853093000,B100000001,01,일반고등학교,N,덕원여자고등학교
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,20000000,20612000,0,0,106000000,S010000420,7087435000,B100000001,01,일반고등학교,N,동국대학교사범대학부속고등학교
,사립,04,서울특별시 서초구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,40000000,16300000,0,0,20000000,S010000421,7178436000,B100000001,01,일반고등학교,N,동덕여자고등학교
,사립,04,서울특별시 은평구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,40000000,20700000,0,443806000,100249000,S010000422,7350879000,B100000001,01,일반고등학교,N,동명여자고등학교
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,10000000,40010000,0,867560000,342555000,S010000423,7497174000,B100000001,01,일반고등학교,N,동북고등학교
고,사립,04,서울특별시 종로구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,40000000,15050000,0,0,407309000,S010000424,5772310000,B100000001,01,일반고등학교,N,동성고등학교
,사립,04,서울특별시 금천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,32100000,101060000,0,127869000,557825000,S010000425,6213060000,B100000001,01,일반고등학교,N,동일여자고등학교
,사립,04,서울특별시 금천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,30000000,74607000,0,69635000,5000000,S010000426,5288448000,B100000001,01,특성화고등학교,N,서울매그넷고등학교
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,15000000,17590000,0,78557000,2000000,S010000429,6134519000,B100000001,01,일반고등학교,N,마포고등학교
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,40000000,33862000,0,648680000,5190872000,S010000431,6226105000,B100000001,01,일반고등학교,N,명덕고등학교
고,사립,04,서울특별시 강서구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,45000000,58560000,0,466000000,3000000,S010000432,8335876000,B100000001,01,일반고등학교,N,명덕여자고등학교
고,사립,04,서울특별시 광진구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,30000000,10000000,0,0,114174000,S010000433,6560790000,B100000001,01,일반고등학교,N,동국대학교사범대학부속가람고등학교
고,사립,04,서울특별시 서대문구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,20500000,28281000,0,119952000,0,S010000435,9065006000,B100000001,01,일반고등학교,N,명지고등학교
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,예산세입,0,17300000,0,75060000,155631000,S010000437,5903825000,B100000001,01,일반고등학교,N,서울문영여자고등학교
