FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
공립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,36203919,3933682,0,253961440,2058400,S050001232,1734530110,F100000001,5,일반고등학교,N,수완고등학교,,,
공립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,28383483,7119600,0,321478000,11005200,S050001236,2136694810,F100000001,5,일반고등학교,N,문정여자고등학교,,고,4.0
공립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,35244000,7808645,0,160225320,248500,S050001278,2789711120,F100000001,5,일반고등학교,N,성덕고등학교,,고,4.0
공립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,118574143,13212206,0,323265820,7361600,S050001283,1809893060,F100000001,5,일반고등학교,N,빛고을고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,3552552,5185966,0,607325480,9374107,S050000088,5652902950,F100000001,5,일반고등학교,N,고려고등학교,,,
사립,4,광주광역시 서구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,438850779,7021488,0,728006500,59173600,S050000089,8106533000,F100000001,5,일반고등학교,N,광덕고등학교,,,
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,1839128,11883102,0,164201220,31780000,S050000092,3040453860,F100000001,5,일반고등학교,N,광일고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,2925612,14976704,0,495971120,16420460,S050000093,8586864230,F100000001,5,일반고등학교,N,광주경신여자고등학교,,,
사립,4,광주광역시 서구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,5444407,54716671,0,887020110,1200000,S050000100,6541110420,F100000001,5,일반고등학교,N,광주대동고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,610575,13812667,0,447702760,385254120,S050000101,8124254200,F100000001,5,일반고등학교,N,광주동성고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,6736665,57239994,0,540715930,46202000,S050000102,8353794950,F100000001,5,일반고등학교,N,광주동신고등학교,,고,4.0
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,12359302,23015644,0,475399220,41410000,S050000103,8540434120,F100000001,5,일반고등학교,N,광주동신여자고등학교,,고,4.0
사립,4,광주광역시 서구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,8871439,6990696,0,680464887,13850500,S050000107,7353994240,F100000001,5,일반고등학교,N,광주서석고등학교,,고,4.0
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,5108560,5003044,0,374366180,24577600,S050000108,7518548410,F100000001,5,일반고등학교,N,광주석산고등학교,,고,4.0
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,12025040,13674267,0,278327070,22462063,S050000109,9593628670,F100000001,5,일반고등학교,N,광주수피아여자고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,10637677,17682812,0,497535810,29346900,S050000110,9773940880,F100000001,5,일반고등학교,N,광주숭일고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,1214840,48817000,0,157176200,519150023,S050000114,7241411805,F100000001,5,특성화고등학교,N,광주여자상업고등학교,,고,4.0
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,10400461,11614352,0,488208880,59891000,S050000118,7525222220,F100000001,5,일반고등학교,N,광주인성고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,325034680,42967830,0,401973070,355533500,S050000125,9867573170,F100000001,5,일반고등학교,N,금호중앙여자고등학교,,고,4.0
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,22892412,51570702,0,856362030,433860100,S050000126,6632551580,F100000001,5,일반고등학교,N,광주진흥고등학교,,고,4.0
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,81108,31196232,0,602045420,39137000,S050000128,9274893920,F100000001,5,일반고등학교,N,국제고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,51553550,26020020,0,92555480,311959550,S050000129,10757941960,F100000001,5,특성화고등학교,N,금파공업고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,4649920,41086150,0,608334360,330076340,S050000131,7319289840,F100000001,5,일반고등학교,N,금호고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,7292713,5995315,0,245104213,1000000,S050000133,9347685150,F100000001,5,일반고등학교,N,대광여자고등학교,,고,4.0
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,214075822,12827513,0,518800080,349636000,S050000134,9133824520,F100000001,5,일반고등학교,N,대성여자고등학교,,고,4.0
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,59906283,5422246,0,222962290,48862800,S050000135,3603136530,F100000001,5,특성화고등학교,N,동명고등학교,,고,4.0
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,25037402,7790487,0,277478500,5100600,S050000136,8464188080,F100000001,5,일반고등학교,N,동아여자고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,24777705,23521406,0,155435900,21732950,S050000137,11575542700,F100000001,5,특성화고등학교,N,동일미래과학고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,215252592,28324337,0,501285930,10942000,S050000138,8203829900,F100000001,5,일반고등학교,N,문성고등학교,,,
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,618963321,70838301,0,354150180,91233810,S050000139,8016581270,F100000001,5,일반고등학교,N,보문고등학교,,고,4.0
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,27813316,42147222,0,573281400,335268640,S050000142,8218389870,F100000001,5,일반고등학교,N,살레시오고등학교,,,
사립,4,광주광역시 동구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,4201323,11977202,0,285337510,201361011,S050000143,6597767500,F100000001,5,일반고등학교,N,살레시오여자고등학교,,,
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,113448817,19726408,0,611989190,16450000,S050000145,9239884690,F100000001,5,일반고등학교,N,서강고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,187826572,12113304,0,63361500,1031400,S050000146,5995988590,F100000001,5,일반고등학교,N,서진여자고등학교,,고,4.0
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,31844030,8331565,0,235018070,15655000,S050000147,8233954970,F100000001,5,일반고등학교,N,설월여자고등학교,,고,4.0
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,11544094,29606674,0,189174990,18526000,S050000148,6616694960,F100000001,5,일반고등학교,N,명진고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,386790110,23049255,0,407990440,408089650,S050000149,8343667460,F100000001,5,일반고등학교,N,송원고등학교,,고,4.0
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,10802211,11976122,0,272031580,403793970,S050000150,7124491040,F100000001,5,일반고등학교,N,송원여자고등학교,,고,4.0
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,9787249,47573952,0,751999786,101003000,S050000153,10342190240,F100000001,5,일반고등학교,N,숭덕고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,10593868,61847354,0,117113890,50693000,S050000154,9741814006,F100000001,5,특성화고등학교,N,숭의과학기술고등학교,,고,4.0
사립,4,광주광역시 북구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,23653534,35603784,0,173844650,39415266,S050000163,9018502553,F100000001,5,특성화고등학교,N,전남여자상업고등학교,,,
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,미지정,결산세입,91166534,60880705,0,468846650,26600000,S050000165,11055863850,F100000001,5,일반고등학교,N,정광고등학교,,,
사립,4,광주광역시 동구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,1464002600,11224670,0,402270420,67210450,S050000166,7082433990,F100000001,5,일반고등학교,N,조선대학교부속고등학교,,,
사립,4,광주광역시 동구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,13785320,6526980,0,344035340,69142200,S050000167,7074758200,F100000001,5,일반고등학교,N,조선대학교여자고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,10456513,7235539,0,227683320,292073080,S050000168,3469718990,F100000001,5,일반고등학교,N,호남삼육고등학교,,,
사립,4,광주광역시 남구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,9840167,10562808,0,202680745,5800000,S050001096,7167521540,F100000001,5,특성화고등학교,N,송원여자상업고등학교,,고,4.0
사립,4,광주광역시 광산구,광주광역시교육청,광주광역시교육청,F100000001,N,복식부기,결산세입,20799928,1326387,0,291881980,206658000,S050001482,4953615190,F100000001,5,일반고등학교,N,비아고등학교,,,
