정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,12010000.0
,교직원보수,0.0
,기타 교직원 보수,960000.0
,교직원 복지 및 역량강화,11050000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,127100000.0
,급식 관리,98130000.0
,기숙사 관리,0.0
,보건관리,22670000.0
,교육격차 해소,0.0
,학생복지,6300000.0
기본적 교육활동,기본적 교육활동,173050000.0
,교과 활동,90225000.0
,창의적 체험활동,82825000.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,378879000.0
,방과후학교 운영,348005000.0
,직업교육,0.0
,국제교육,2500000.0
,독서활동,28374000.0
,교기육성,0.0
,기타 선택적 교육활동,0.0
교육활동 지원,교육활동 지원,80079000.0
,교무업무 운영,24575000.0
,생활지도 운영,32704000.0
,연구학교 운영,0.0
,학습지원실 운영,22800000.0
,교육여건 개선,0.0
학교 일반운영,학교 일반운영,224924000.0
,학교기관운영,45752000.0
,시설 장비 유지,175772000.0
,학교운영 협력,3400000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,500000.0
,반환금,0.0
,예비비,500000.0
세출합계,세출합계,996542000.0
