FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
공립,4,경상남도 양산시,경상남도교육청,경상남도교육청,S100000001,0,Y,0,미지정,,0,0,0,0,0,S160004045,0,0.0,S100000001,17,일반고등학교,N,증산고등학교,신설학교로 해당사항 없음,고,4.0
공립,4,경상남도 창원시 의창구,경상남도교육청,경상남도교육청,S100000001,0,Y,0,미지정,,0,0,0,0,0,S160004047,0,0.0,S100000001,17,일반고등학교,N,창원북면고등학교,신설학교이므로 자료가 없습니다.,,
사립,4,경상남도 거제시,경상남도교육청,경상남도교육청,S100000001,220232970,N,1340413920,미지정,결산세출,440165220,181765040,142909430,469041640,1673889620,S160000464,4986621860,11716282.2,S100000001,17,일반고등학교,N,거제고등학교,,고,4.0
사립,4,경상남도 거창군,경상남도교육청,경상남도교육청,S100000001,0,N,875524120,미지정,결산세출,202790510,60837430,92454460,319694310,1920337810,S160000472,2151169120,19939034.6,S100000001,17,일반고등학교,N,거창고등학교,,고,4.0
사립,4,경상남도 거창군,경상남도교육청,경상남도교육청,S100000001,25387600,N,1503806620,복식부기,결산세출,300826010,270899060,145261850,471867900,2680088300,S160000473,3470341160,19363490.2,S100000001,17,일반고등학교,N,거창대성고등학교,,,
사립,4,경상남도 거창군,경상남도교육청,경상남도교육청,S100000001,0,N,145736810,복식부기,결산세출,231794290,351172450,53494650,355849820,790114840,S160000475,2855395930,15331919.2,S100000001,17,일반고등학교,N,대성일고등학교,,,
사립,4,경상남도 거창군,경상남도교육청,경상남도교육청,S100000001,0,N,217397370,미지정,결산세출,203456570,287719390,77134090,325251500,1035050490,S160000480,4100355730,14068390.0,S100000001,17,일반고등학교,N,거창중앙고등학교,,고,4.0
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,1306142860,복식부기,결산세출,250079900,192142220,38631920,1028999330,925504440,S160000485,2461164400,21840370.0,S100000001,17,특수목적고등학교,N,경남예술고등학교,,고,4.0
사립,4,경상남도 양산시,경상남도교육청,경상남도교육청,S100000001,0,N,3233569910,미지정,결산세출,306313900,165000200,136631790,242562970,2989567030,S160000486,5041376160,22518628.2,S100000001,17,특수목적고등학교,N,경남외국어고등학교,,,
사립,4,경상남도 창원시 의창구,경상남도교육청,경상남도교육청,S100000001,46401120,N,348058340,미지정,결산세출,289305330,378640990,91628410,372621303,999227440,S160000492,4166213400,14937715.0,S100000001,17,일반고등학교,N,경상고등학교,,,
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,0,복식부기,결산세출,496617783,722730913,15308510,250014740,1144698534,S160000493,5560410880,11852071.4,S100000001,17,일반고등학교,N,경해여자고등학교,,,
사립,4,경상남도 고성군,경상남도교육청,경상남도교육청,S100000001,49137630,N,1292406370,미지정,결산세출,289305880,46892670,73331100,278313120,1107304060,S160000495,3736438100,18934239.5,S100000001,17,일반고등학교,N,고성고등학교,,,
사립,4,경상남도 함안군,경상남도교육청,경상남도교육청,S100000001,0,N,10560000,복식부기,결산세출,147281310,493882380,46716560,270673200,681133240,S160000505,1543668390,25348532.4,S100000001,17,일반고등학교,N,군북고등학교,,,
사립,4,경상남도 김해시,경상남도교육청,경상남도교육청,S100000001,510000000,N,169455860,복식부기,결산세출,367026017,188687918,36606680,310305020,988874580,S160000515,2907869050,15134876.0,S100000001,17,일반고등학교,N,김해중앙여자고등학교,,,
사립,4,경상남도 김해시,경상남도교육청,경상남도교육청,S100000001,0,N,886486490,복식부기,결산세출,374656610,39508630,675219540,218472750,1138958230,S160000516,5179453130,21019149.1,S100000001,17,특성화고등학교,N,김해한일여자고등학교,,,
사립,4,경상남도 창녕군,경상남도교육청,경상남도교육청,S100000001,0,N,221344870,복식부기,결산세출,136739770,154392790,62260280,178736330,992126280,S160000519,2796311000,13975111.8,S100000001,17,일반고등학교,N,남지고등학교,,,
사립,4,경상남도 남해군,경상남도교육청,경상남도교육청,S100000001,0,N,281923100,복식부기,결산세출,170754810,337491090,21438320,231229710,776237150,S160000521,2397257410,18656334.5,S100000001,17,일반고등학교,N,남해고등학교,,,
사립,4,경상남도 남해군,경상남도교육청,경상남도교육청,S100000001,62543020,N,982659290,복식부기,결산세출,140205000,1453392970,125009730,259928930,1867844690,S160000528,2198803820,26067600.9,S100000001,17,일반고등학교,N,남해해성고등학교,,고,4.0
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,58862240,N,36498100,미지정,결산세출,421532637,235232110,2435094870,337910100,547451800,S160000532,4098535690,24988127.1,S100000001,17,특성화고등학교,N,경남자동차고등학교,,,
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,1072840360,복식부기,결산세출,358710480,174070100,84496920,386106530,1930066850,S160000536,5373417550,12884215.4,S100000001,17,일반고등학교,N,대아고등학교,,고,4.0
사립,4,경상남도 창원시 마산회원구,경상남도교육청,경상남도교육청,S100000001,47471090,N,1770146950,복식부기,결산세출,392898070,165807350,1623740009,582700800,921783810,S160000548,5294502680,21512053.3,S100000001,17,특성화고등학교,N,마산공업고등학교,,,
사립,4,경상남도 창원시 마산회원구,경상남도교육청,경상남도교육청,S100000001,86600000,N,2662916410,복식부기,결산세출,331664850,254967110,64979390,314616720,1551239680,S160000550,3695752580,18366263.8,S100000001,17,일반고등학교,N,마산무학여자고등학교,,,
사립,4,경상남도 창원시 마산합포구,경상남도교육청,경상남도교육청,S100000001,30000000,N,798628530,복식부기,결산세출,289366720,107993530,140505600,135862490,1095025860,S160000551,3805055060,15135786.7,S100000001,17,일반고등학교,N,마산삼진고등학교,,고,4.0
사립,4,경상남도 창원시 마산회원구,경상남도교육청,경상남도교육청,S100000001,285783270,N,3316026730,미지정,결산세출,485581940,115042300,216300830,408723260,1527388710,S160000559,5611982470,17650191.0,S100000001,17,일반고등학교,N,마산제일고등학교,,,
사립,4,경상남도 창원시 마산합포구,경상남도교육청,경상남도교육청,S100000001,123896860,N,1944898840,미지정,결산세출,430362680,341767850,72361720,314115870,1961263590,S160000560,5042801460,19638136.0,S100000001,17,일반고등학교,N,마산제일여자고등학교,,,
사립,4,경상남도 창원시 마산합포구,경상남도교육청,경상남도교육청,S100000001,0,N,1356635696,복식부기,결산세출,381770472,160869910,109876510,311982960,1065239690,S160000561,3707668260,18005186.5,S100000001,17,일반고등학교,N,마산중앙고등학교,,,
사립,4,경상남도 함안군,경상남도교육청,경상남도교육청,S100000001,0,N,532908290,복식부기,결산세출,245491280,739159110,15382380,484586060,1408993730,S160000562,2927397320,18102331.0,S100000001,17,일반고등학교,N,명덕고등학교,,고,4.0
사립,4,경상남도 밀양시,경상남도교육청,경상남도교육청,S100000001,0,N,967006580,미지정,결산세출,304248336,258240480,42448020,398930565,1358402650,S160000565,3081380580,15155218.0,S100000001,17,일반고등학교,N,밀성고등학교,,,
사립,4,경상남도 밀양시,경상남도교육청,경상남도교육청,S100000001,0,N,243806700,미지정,결산세출,269022540,149678210,416904230,157631240,359690960,S160000567,2686279260,21098586.9,S100000001,17,특성화고등학교,N,밀성제일고등학교,,,
사립,4,경상남도 밀양시,경상남도교육청,경상남도교육청,S100000001,0,N,1034145520,복식부기,결산세출,174898370,216866590,31739010,147978480,704505000,S160000570,1851451700,19911888.4,S100000001,17,일반고등학교,N,밀양동명고등학교,,,
사립,4,경상남도 양산시,경상남도교육청,경상남도교육청,S100000001,0,N,232850210,미지정,결산세출,208896540,80323980,91452280,180039530,981612890,S160000576,2898158860,13826432.8,S100000001,17,일반고등학교,N,보광고등학교,,고,4.0
사립,4,경상남도 사천시,경상남도교육청,경상남도교육청,S100000001,124587330,N,1631399580,복식부기,결산세출,288364600,217829290,105040690,274003620,1478053310,S160000577,3736263720,14103307.3,S100000001,17,일반고등학교,N,사천고등학교,,,
사립,4,경상남도 사천시,경상남도교육청,경상남도교육청,S100000001,11616680,N,2398980310,미지정,결산세출,137998570,746801930,324806900,110477650,445979090,S160000580,1984514670,54045401.8,S100000001,17,특성화고등학교,N,사천여자고등학교,,고,4.0
사립,4,경상남도 밀양시,경상남도교육청,경상남도교육청,S100000001,0,N,860623280,미지정,결산세출,153566890,215004770,79541820,204827860,1133857930,S160000588,1854249660,21959376.6,S100000001,17,일반고등학교,N,삼랑진고등학교,,고,4.0
사립,4,경상남도 사천시,경상남도교육청,경상남도교육청,S100000001,0,N,277747450,복식부기,결산세출,252349680,1084476650,223332790,313084500,1096982460,S160000591,3518633420,16666519.6,S100000001,17,일반고등학교,N,삼천포고등학교,,,
사립,4,경상남도 사천시,경상남도교육청,경상남도교육청,S100000001,0,N,0,복식부기,결산세출,303051170,1076956240,162103820,236787570,868967880,S160000593,3745927490,16024546.8,S100000001,17,일반고등학교,N,삼천포여자고등학교,,,
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,0,미지정,결산세출,390294470,1219459600,58402650,320800980,1243292440,S160000596,4868811850,12292962.0,S100000001,17,일반고등학교,N,삼현여자고등학교,,,
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,65568470,복식부기,결산세출,393713163,442710440,762241650,131084820,811324700,S160000602,5030344580,15335316.9,S100000001,17,특성화고등학교,N,선명여자고등학교,,,
사립,4,경상남도 창원시 마산합포구,경상남도교육청,경상남도교육청,S100000001,0,N,1704962020,복식부기,결산세출,349033125,138885150,182116680,269831547,1818002332,S160000606,4702268090,17900583.9,S100000001,17,일반고등학교,N,성지여자고등학교,,고,4.0
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,29734100,복식부기,결산세출,266759750,947774270,683475350,264489920,577209290,S160000607,3933558200,23034367.3,S100000001,17,특성화고등학교,N,경진고등학교,,고,4.0
사립,4,경상남도 밀양시,경상남도교육청,경상남도교육청,S100000001,0,N,0,복식부기,결산세출,234747300,171834680,81495640,235031050,1090525550,S160000608,3407427780,12987716.4,S100000001,17,일반고등학교,N,세종고등학교,,,
사립,4,경상남도 산청군,경상남도교육청,경상남도교육청,S100000001,0,N,308996800,복식부기,결산세출,232890560,218699640,135821390,101285030,692849210,S160000609,1576597020,23674925.0,S100000001,17,특성화고등학교,N,경남간호고등학교,,,
사립,4,경상남도 양산시,경상남도교육청,경상남도교육청,S100000001,0,N,794139500,복식부기,결산세출,253370530,266870720,48089060,365630060,1676477790,S160000619,4857973090,10419357.8,S100000001,17,일반고등학교,N,양산제일고등학교,,,
사립,4,경상남도 양산시,경상남도교육청,경상남도교육청,S100000001,0,N,199054080,복식부기,결산세출,341164820,367438520,84850920,314443610,1399045550,S160000626,6399855280,9160817.7,S100000001,17,일반고등학교,N,양산여자고등학교,,,
사립,4,경상남도 창녕군,경상남도교육청,경상남도교육청,S100000001,0,N,4170628040,미지정,결산세출,214547310,86912300,316422980,322614010,1632615700,S160000634,2276508780,34167610.3,S100000001,17,일반고등학교,N,창녕옥야고등학교,,고,4.0
사립,4,경상남도 사천시,경상남도교육청,경상남도교육청,S100000001,0,N,7257738580,복식부기,결산세출,187541780,168387940,94123240,166335020,2237171876,S160000639,2219135340,34831733.8,S100000001,17,일반고등학교,N,용남고등학교,,,
사립,4,경상남도 합천군,경상남도교육청,경상남도교육청,S100000001,8334930,N,430704440,복식부기,결산세출,133483400,284550750,86080540,88474110,521599730,S160000642,1604955550,55406727.2,S100000001,17,특성화고등학교,N,합천평화고등학교,,고,4.0
사립,4,경상남도 의령군,경상남도교육청,경상남도교육청,S100000001,0,N,1238561520,미지정,결산세출,201687100,180946030,30515430,159222900,914281080,S160000644,1979668960,26138239.0,S100000001,17,일반고등학교,N,의령여자고등학교,,,
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,82881670,복식부기,결산세출,407082380,153620890,186994120,299697750,1334952790,S160000663,4986376220,11055795.0,S100000001,17,일반고등학교,N,진주동명고등학교,,고,4.0
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,383716590,복식부기,결산세출,202449390,160592750,37340060,128105630,520106620,S160000667,2202436080,26726081.8,S100000001,17,일반고등학교,N,진주외국어고등학교,,,
사립,4,경상남도 진주시,경상남도교육청,경상남도교육청,S100000001,0,N,290660270,복식부기,결산세출,374123200,267697780,64882450,467064317,1394661015,S160000668,5151842870,11763483.0,S100000001,17,일반고등학교,N,진주제일여자고등학교,,,
사립,4,경상남도 창원시 진해구,경상남도교육청,경상남도교육청,S100000001,0,N,492819930,복식부기,결산세출,228865390,1068367290,74419230,297939300,1188368790,S160000670,3720322640,10878619.3,S100000001,17,일반고등학교,N,진해세화여자고등학교,,,
사립,4,경상남도 창원시 진해구,경상남도교육청,경상남도교육청,S100000001,0,N,27398500,복식부기,결산세출,280986520,352291060,7310460,300344150,1176955590,S160000675,3621216670,9109799.3,S100000001,17,일반고등학교,N,진해중앙고등학교,,,
사립,4,경상남도 창녕군,경상남도교육청,경상남도교육청,S100000001,0,N,0,복식부기,결산세출,171447796,342889250,205256310,139217110,538584234,S160000677,1474558950,23540603.7,S100000001,17,일반고등학교,N,창녕고등학교,,,
사립,4,경상남도 창녕군,경상남도교육청,경상남도교육청,S100000001,1013420,N,986739040,복식부기,결산세출,285361850,97344160,488920270,674485080,640010600,S160000678,2129656450,38996550.5,S100000001,17,특성화고등학교,N,한국과학기술고등학교,,고,4.0
사립,4,경상남도 창녕군,경상남도교육청,경상남도교육청,S100000001,3505800,N,237914860,복식부기,결산세출,122077226,181130590,30947690,101249368,604757160,S160000681,1795424050,25641722.9,S100000001,17,일반고등학교,N,창녕대성고등학교,,,
사립,4,경상남도 창녕군,경상남도교육청,경상남도교육청,S100000001,0,N,322447440,복식부기,결산세출,226958410,961602930,12044180,232473500,823922580,S160000682,2792515370,24870205.6,S100000001,17,일반고등학교,N,창녕여자고등학교,,,
사립,4,경상남도 남해군,경상남도교육청,경상남도교육청,S100000001,0,N,466761700,미지정,결산세출,170506990,264089020,51325720,196425800,880812360,S160000685,1710817900,26719567.8,S100000001,17,일반고등학교,N,창선고등학교,,,
사립,4,경상남도 창원시 마산회원구,경상남도교육청,경상남도교육청,S100000001,83401560,N,1142217710,복식부기,결산세출,295745651,324780860,108772380,283828186,1517983638,S160000687,3618417420,15175200.4,S100000001,17,일반고등학교,N,창신고등학교,,고,4.0
사립,4,경상남도 창원시 성산구,경상남도교육청,경상남도교육청,S100000001,129055268,N,3350118025,복식부기,결산세출,310189070,233157140,135439200,381754077,1420220160,S160000688,5056749990,20030332.6,S100000001,17,일반고등학교,N,창원경일고등학교,,,
사립,4,경상남도 창원시 의창구,경상남도교육청,경상남도교육청,S100000001,10045,N,543213190,미지정,결산세출,296453980,606629940,107826440,510585540,1387324070,S160000689,5535972640,14043774.8,S100000001,17,일반고등학교,N,창원고등학교,,고,4.0
사립,4,경상남도 창원시 의창구,경상남도교육청,경상남도교육청,S100000001,0,N,0,미지정,결산세출,650162410,1417837000,1246749574,630971370,828450336,S160000690,5037318440,22924040.0,S100000001,17,특성화고등학교,N,창원공업고등학교,,,
사립,4,경상남도 창원시 성산구,경상남도교육청,경상남도교육청,S100000001,54346000,N,820204000,미지정,결산세출,339847470,307377542,328714180,280920700,1248424500,S160000692,5660183703,15117087.1,S100000001,17,일반고등학교,N,창원남고등학교,,,
사립,4,경상남도 창원시 의창구,경상남도교육청,경상남도교육청,S100000001,61431210,N,1425140780,미지정,결산세출,332504105,600330710,163991250,559627490,1855014690,S160000694,4069863880,19171044.6,S100000001,17,일반고등학교,N,창원대산고등학교,,고,4.0
사립,4,경상남도 창원시 성산구,경상남도교육청,경상남도교육청,S100000001,0,N,1229695140,복식부기,결산세출,291820920,293264030,211719860,407564086,1299751510,S160000696,4771880270,13830399.7,S100000001,17,일반고등학교,N,창원문성고등학교,,고,4.0
사립,4,경상남도 창원시 의창구,경상남도교육청,경상남도교육청,S100000001,15885930,N,478227460,복식부기,결산세출,373127510,343459660,1050538060,738858990,1029927440,S160000700,4650327340,15043938.3,S100000001,17,특성화고등학교,N,경남관광고등학교,,,
사립,4,경상남도 고성군,경상남도교육청,경상남도교육청,S100000001,11779490,N,1460288460,복식부기,결산세출,294755240,542493710,99737630,281167500,879949690,S160000703,2361054590,22214330.7,S100000001,17,일반고등학교,N,철성고등학교,,고,4.0
사립,4,경상남도 통영시,경상남도교육청,경상남도교육청,S100000001,0,N,594596770,복식부기,결산세출,341005960,363677870,51522100,223373360,1804923880,S160000706,3138732450,14324906.4,S100000001,17,일반고등학교,N,충렬여자고등학교,,,
사립,4,경상남도 함안군,경상남도교육청,경상남도교육청,S100000001,0,N,1405166860,복식부기,결산세출,231640270,110246440,219180320,241385190,1628066930,S160000710,2949688240,19442333.1,S100000001,17,일반고등학교,N,칠원고등학교,,고,4.0
사립,4,경상남도 통영시,경상남도교육청,경상남도교육청,S100000001,0,N,747182110,복식부기,결산세출,394690740,417750110,254723390,482852590,2551000360,S160000717,4840719080,12080945.6,S100000001,17,일반고등학교,N,동원고등학교,,고,4.0
사립,4,경상남도 하동군,경상남도교육청,경상남도교육청,S100000001,34774810,N,326757710,미지정,결산세출,178108480,120773600,26278280,359868040,719270660,S160000719,1826519330,26808588.9,S100000001,17,일반고등학교,N,하동여자고등학교,,고,4.0
사립,4,경상남도 창원시 마산회원구,경상남도교육청,경상남도교육청,S100000001,0,N,2469919550,미지정,결산세출,533478720,1418347630,1110754780,469727160,1136972480,S160000723,6746168100,21628299.7,S100000001,17,특성화고등학교,N,한일전산여자고등학교,,,
사립,4,경상남도 함안군,경상남도교육청,경상남도교육청,S100000001,0,N,50000000,복식부기,결산세출,194835450,164347430,498259650,194601160,529955710,S160000725,1569973720,26683109.3,S100000001,17,특성화고등학교,N,경남로봇고등학교,,고,4.0
사립,4,경상남도 합천군,경상남도교육청,경상남도교육청,S100000001,0,N,60788710,복식부기,결산세출,241798160,184762610,74743690,150388330,770947340,S160000737,1880380840,19557033.0,S100000001,17,일반고등학교,N,합천여자고등학교,,,
사립,4,경상남도 거제시,경상남도교육청,경상남도교육청,S100000001,0,N,815697740,미지정,결산세출,332754970,273487700,4944690,368426850,1558969550,S160000741,5151741000,11700168.5,S100000001,17,일반고등학교,N,해성고등학교,,,
사립,4,경상남도 양산시,경상남도교육청,경상남도교육청,S100000001,0,N,85530060,미지정,결산세출,374179830,630270780,70814950,290218967,2157580820,S160000747,4366699780,10521497.6,S100000001,17,일반고등학교,N,효암고등학교,,고,4.0
사립,4,경상남도 산청군,경상남도교육청,경상남도교육청,S100000001,0,N,452560640,미지정,결산세출,128580640,141010010,64188740,170705820,710473410,S160003068,1667928200,34035178.2,S100000001,17,특성화고등학교,N,간디고등학교,,고,4.0
사립,4,경상남도 창원시 성산구,경상남도교육청,경상남도교육청,S100000001,71936005,N,1975004350,복식부기,결산세출,302191360,217242360,75507160,273001220,1094103800,S160003228,4056537850,19112616.4,S100000001,17,일반고등학교,N,창원경일여자고등학교,,,
사립,4,경상남도 산청군,경상남도교육청,경상남도교육청,S100000001,0,N,386282850,미지정,결산세출,108805600,69902459,51853950,35643170,350719220,S160003285,960263910,56099176.0,S100000001,17,특성화고등학교,N,지리산고등학교,,,
사립,4,경상남도 창원시 의창구,경상남도교육청,경상남도교육청,S100000001,0,N,19754120,복식부기,결산세출,274256420,615859020,98199330,687417840,2474822120,S160003488,3520777620,15760423.1,S100000001,17,일반고등학교,N,창원성민여자고등학교,,,
