정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,26487000
,교직원보수,0
,기타 교직원 보수,16112000
,교직원 복지 및 역량강화,10375000
학생복지/교육격차 해소,학생복지/교육격차 해소,274367000
,급식 관리,236195000
,기숙사 관리,0
,보건관리,22980000
,교육격차 해소,0
,학생복지,15192000
기본적 교육활동,기본적 교육활동,171732000
,교과 활동,130258000
,창의적 체험활동,41474000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,181653000
,방과후학교 운영,116848000
,직업교육,0
,국제교육,0
,독서활동,64805000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,66562000
,교무업무 운영,52278000
,생활지도 운영,2100000
,연구학교 운영,0
,학습지원실 운영,12184000
,교육여건 개선,0
학교 일반운영,학교 일반운영,186714000
,학교기관운영,46734000
,시설 장비 유지,137200000
,학교운영 협력,2780000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,2000000
,반환금,0
,예비비,2000000
세출합계,세출합계,909515000
