FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,4,강원특별자치도 영월군,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,0,복식부기,예산세출,275989000,39370000,34350000,174129000,223537000,S100000435,3183322000,19555706.5,K100000001,11,일반고등학교,N,석정여자고등학교,,고,4.0
사립,4,강원특별자치도 춘천시,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,0,복식부기,예산세출,405883000,87155000,39910000,247726000,1292194000,S100000436,3995006000,9662219.7,K100000001,11,일반고등학교,N,성수고등학교,,,
사립,4,강원특별자치도 춘천시,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,0,복식부기,예산세출,356260000,38666000,29250000,193754000,638472000,S100000440,3272787000,9338534.0,K100000001,11,일반고등학교,N,성수여자고등학교,,,
사립,4,강원특별자치도 원주시,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,48800000,복식부기,예산세출,277641000,60664000,21082000,136378000,790558000,S100000470,2772680000,12046343.1,K100000001,11,일반고등학교,N,원주삼육고등학교,,,
사립,4,강원특별자치도 춘천시,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,0,복식부기,예산세출,404992000,105440000,113428000,481390000,683024000,S100000476,4626560000,9047720.7,K100000001,11,일반고등학교,N,유봉여자고등학교,,고,4.0
사립,4,강원특별자치도 원주시,강원특별자치도교육청,강원특별자치도교육청,K100000001,10000000,N,80000000,복식부기,예산세출,531531000,134917000,106610000,482085000,656855000,S100000477,5616915000,8618679.9,K100000001,11,일반고등학교,N,육민관고등학교,,,
사립,4,강원특별자치도 원주시,강원특별자치도교육청,강원특별자치도교육청,K100000001,10001000,N,72485000,복식부기,예산세출,541166000,32904000,105854000,218294000,532403000,S100000501,5717234000,8253813.9,K100000001,11,일반고등학교,N,진광고등학교,,,
사립,4,강원특별자치도 춘천시,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,0,복식부기,예산세출,143958000,56857000,220380000,130666000,515596000,S100003735,1706127000,28593649.5,K100000001,11,특성화고등학교,N,전인고등학교,,,
사립,4,강원특별자치도 홍천군,강원특별자치도교육청,강원특별자치도교육청,K100000001,10989000,N,50000000,복식부기,예산세출,149100000,29160000,10230000,99827000,405535000,S100003746,1320448000,47165659.1,K100000001,11,특성화고등학교,N,팔렬고등학교,,,
사립,4,강원특별자치도 양구군,강원특별자치도교육청,강원특별자치도교육청,K100000001,0,N,0,복식부기,예산세출,322122000,63522000,562514000,112974000,2293557000,S100003837,3646121000,24308368.1,K100000001,11,일반고등학교,N,강원외국어고등학교,,고,4.0
