FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE,PBAN_EXCP_RSN
사립,3,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,190747200,2392591,0,205975690,210430840,S010000704,4256605200,B100000001,1,N,단국대학교사범대학부속중학교,,,
사립,3,서울특별시 서초구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,미지정,결산세입,492263550,15411808,0,65782430,11567800,S010000710,5709106060,B100000001,1,N,동덕여자중학교,,,
사립,3,서울특별시 서초구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,250950160,32183377,0,70279860,84000000,S010000714,5493068940,B100000001,1,N,서문여자중학교,,,
사립,3,서울특별시 서초구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,772871506,33700337,0,204268858,459001050,S010000718,6359569080,B100000001,1,N,세화여자중학교,중,3.0,
사립,3,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,569979036,32188031,0,130608860,96323000,S010000720,8949174967,B100000001,1,N,숙명여자중학교,중,3.0,
사립,3,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,219058295,27002103,0,113809970,24000000,S010000731,3774081190,B100000001,1,N,은성중학교,중,3.0,
사립,3,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,510960558,126292919,0,1049245160,684467870,S010000733,7204020853,B100000001,1,N,중동중학교,,,
사립,3,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,378823384,69521053,0,257888980,5000000,S010000734,7844517200,B100000001,1,N,진선여자중학교,중,3.0,
사립,3,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,결산세입,775951169,61651331,0,1112444906,328576740,S010000736,6597592550,B100000001,1,N,휘문중학교,,,
사립,3,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,130178185,10686497,0,370082500,16311840,S010000861,4993722890,B100000001,1,N,동북중학교,,,
사립,3,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,348894365,59983225,0,176288140,20200000,S010000862,6788445060,B100000001,1,N,동신중학교,중,3.0,
사립,3,서울특별시 송파구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,522815761,51947958,0,636814470,16270000,S010000868,5663278260,B100000001,1,N,배명중학교,,,
사립,3,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,403947205,59360246,0,1159656000,141990000,S010000869,7982776010,B100000001,1,N,배재중학교,,,
사립,3,서울특별시 송파구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,219147918,59486756,0,195427910,1379654,S010000870,5200940970,B100000001,1,N,보성중학교,중,3.0,
사립,3,서울특별시 송파구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,889211024,30555991,0,346774000,1644513620,S010000871,5845532690,B100000001,1,N,보인중학교,중,3.0,
사립,3,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,280126846,22376825,0,58163290,4204000,S010000872,5088718970,B100000001,1,N,상일중학교,중,3.0,
사립,3,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,186510220,49505648,0,71232330,268854000,S010000875,7486031910,B100000001,1,N,성덕여자중학교,,,
사립,3,서울특별시 송파구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,미지정,결산세입,251152290,28162589,0,133475370,2348318,S010000882,4666901900,B100000001,1,N,영파여자중학교,,,
사립,3,서울특별시 송파구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,736493129,4304256,0,61174900,50000000,S010000886,5978891190,B100000001,1,N,잠실여자중학교,,,
사립,3,서울특별시 송파구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,394287610,44917565,0,81560200,147344890,S010000889,9315667350,B100000001,1,N,정신여자중학교,,,
사립,3,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,결산세입,362844146,15689323,0,199949605,5900000,S010000896,5848346640,B100000001,1,N,한영중학교,중,3.0,
사립,3,서울특별시 강서구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,479997888,37298395,0,68849540,70946790,S010000972,5621964872,B100000001,1,N,덕원중학교,,,
사립,3,서울특별시 강서구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,358712979,103388023,0,60794620,20000000,S010000975,4218693220,B100000001,1,N,등촌중학교,,,
사립,3,서울특별시 강서구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,325274232,27411378,0,30608000,3515000,S010000976,5493225910,B100000001,1,N,마포중학교,,,
사립,3,서울특별시 강서구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,259027358,24513231,0,189940940,3000000,S010000977,5079278960,B100000001,1,N,명덕여자중학교,중,3.0,
사립,3,서울특별시 양천구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,204005184,37409597,0,86755000,9874960,S010000983,4670575350,B100000001,1,N,봉영여자중학교,중,3.0,
사립,3,서울특별시 강서구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,245582456,27595474,0,60470210,21740000,S010000992,5455757060,B100000001,1,N,신정여자중학교,,,
사립,3,서울특별시 양천구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,257191916,14785100,0,150443550,1072843920,S010000997,4470943060,B100000001,1,N,양정중학교,중,3.0,
사립,3,서울특별시 양천구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,234701363,16983641,0,33143710,40100000,S010001000,3890373530,B100000001,1,N,영도중학교,,,
사립,3,서울특별시 강서구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,복식부기,결산세입,204620099,23784235,0,349723480,12340070,S010001002,5050234738,B100000001,1,N,화곡중학교,,,
사립,3,서울특별시 금천구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,결산세입,389312901,33762986,0,52803670,5100000,S010001176,4967596220,B100000001,1,N,동일중학교,,,
사립,3,서울특별시 금천구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,결산세입,423745076,53310885,0,92194320,6500000,S010001179,4286133340,B100000001,1,N,문일중학교,중,3.0,
사립,3,서울특별시 구로구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,결산세입,421820954,79478303,0,24657710,2000000,S010001194,6847500286,B100000001,1,N,우신중학교,중,3.0,
사립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,413533600,19551243,0,73228290,97028280,S010001363,5365182260,B100000001,1,N,경희여자중학교,중,3.0,
사립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,미지정,결산세입,327239121,35097375,0,920599120,70695850,S010001364,6518765320,B100000001,1,N,경희중학교,,,
사립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,211566384,13287219,0,45825840,60527840,S010001365,4311293240,B100000001,1,N,대광중학교,중,3.0,
사립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,190183038,36514354,0,84445970,70013000,S010001367,5902156160,B100000001,1,N,동국대학교사범대학부속중학교,,,
사립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,166792065,22315922,0,52059998,10000000,S010001374,3192246360,B100000001,1,N,송곡중학교,중,3.0,
사립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,미지정,결산세입,199769736,19132529,0,6611540,170849410,S010001377,5335000980,B100000001,1,N,영란여자중학교,중,3.0,
사립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,277720058,26498618,0,37393310,3975000,S010001385,3737229220,B100000001,1,N,정화여자중학교,중,3.0,
사립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,379500051,32575281,0,14197370,1000000,S010001391,4696555200,B100000001,1,N,혜원여자중학교,,,
사립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,295891670,4012367,0,47529780,8325880,S010001392,4701418652,B100000001,1,N,휘경여자중학교,,,
사립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,445540009,26386245,0,89100014,43066716,S010001548,3725939640,B100000001,1,N,광신중학교,,,
사립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,124172120,29549203,0,52841330,263742000,S010001551,4631070040,B100000001,1,N,남강중학교,중,3.0,
사립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,185816145,27947292,0,67475210,55500000,S010001556,5555086010,B100000001,1,N,동양중학교,,,
사립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,96459147,19885773,0,54050250,283152667,S010001565,3913114810,B100000001,1,N,서울문영여자중학교,,,
사립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,228195372,89632453,0,925723600,102864520,S010001566,6197312830,B100000001,1,N,성남중학교,,,
사립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,1079757997,48249872,0,100230150,228550800,S010001567,7023689390,B100000001,1,N,성보중학교,,,
사립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,458741422,41737945,0,191105460,75956950,S010001575,6620994870,B100000001,1,N,중앙대학교사범대학부속중학교,,,
사립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,240676633,22436300,0,389141054,600000,S010001697,4838343065,B100000001,1,N,광운중학교,,,
사립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,미지정,결산세입,670034009,27104774,0,563793829,10124000,S010001710,6988391770,B100000001,1,N,상명중학교,,,
사립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,465926776,33672475,0,163048686,0,S010001712,6065876230,B100000001,1,N,선덕중학교,중,3.0,
사립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,253617024,41679911,0,40229560,40038000,S010001718,5127716790,B100000001,1,N,염광중학교,,,
사립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,360564934,57333625,0,428551220,32300000,S010001721,9046998540,B100000001,1,N,재현중학교,중,3.0,
사립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,124564031,35173147,0,46438450,5320000,S010001722,5162314550,B100000001,1,N,정의여자중학교,,,
사립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,615471915,49484572,0,597920153,10649000,S010001729,5160958450,B100000001,1,N,청원중학교,,,
