FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,2,서울특별시 강서구,서울특별시강서양천교육지원청,서울특별시교육청,B100000271,N,미지정,결산세입,407035894,38885596,0,4170737460,0,S010001061,561232830,B100000001,1,N,유석초등학교,,
사립,2,서울특별시 금천구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,결산세입,727894724,34719499,0,5636410550,101678000,S010001197,840486680,B100000001,1,N,동광초등학교,,
사립,2,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,9104789,94149619,0,6892517491,158676420,S010001394,924396510,B100000001,1,N,경희초등학교,초,2.0
사립,2,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,4177024659,93589688,0,6290389620,79086464,S010001395,1758628580,B100000001,1,N,금성초등학교,초,2.0
사립,2,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,결산세입,160351177,95520711,0,6683258410,8536700,S010001396,980650920,B100000001,1,N,서울삼육초등학교,,
사립,2,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,미지정,결산세입,622688630,66114013,0,7124696750,136170000,S010001434,1161081620,B100000001,1,N,은석초등학교,,
사립,2,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,결산세입,576226259,107895611,0,7175482440,90146960,S010001613,1002256590,B100000001,1,N,중앙대학교사범대학부속초등학교,,
사립,2,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,4508686492,184180980,0,7702232180,39500000,S010001733,1640904340,B100000001,1,N,동북초등학교,,
사립,2,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,3063895018,180983493,0,7521804990,21490000,S010001734,1259833960,B100000001,1,N,상명초등학교,초,2.0
사립,2,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,707806306,99892036,0,6812798780,3978000,S010001792,994444528,B100000001,1,N,청원초등학교,,
사립,2,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,미지정,결산세입,371117561,55472690,0,6518835640,257238480,S010001793,1696852150,B100000001,1,N,태강삼육초등학교,,
사립,2,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,801163646,63016375,0,7177809944,940000,S010001794,998582250,B100000001,1,N,한신초등학교,초,2.0
사립,2,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,결산세입,507449895,59148114,0,7692454180,20100000,S010001795,958573390,B100000001,1,N,화랑초등학교,,
사립,2,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,결산세입,512816184,96322660,0,6834193950,68283880,S010001966,689939270,B100000001,1,N,경기초등학교,,
사립,2,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,결산세입,188204827,52542394,0,6898249910,5634950,S010001967,1160171660,B100000001,1,N,명지초등학교,,
사립,2,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,미지정,결산세입,423140028,47259456,0,4780338350,5090000,S010002019,883923990,B100000001,1,N,선일초등학교,초,2.0
사립,2,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,결산세입,2388776228,86622078,0,4812960490,87087340,S010002021,602987530,B100000001,1,N,예일초등학교,,
사립,2,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,결산세입,37129894,83668584,0,6150842692,267878460,S010002023,1271117694,B100000001,1,N,이화여자대학교사범대학부속초등학교,,
사립,2,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,결산세입,71254173,34653320,0,3516928530,20000000,S010002024,743714210,B100000001,1,N,추계초등학교,,
사립,2,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,미지정,결산세입,2231144706,87707119,0,6795615618,91013500,S010002025,939243960,B100000001,1,N,충암초등학교,,
사립,2,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,결산세입,703646160,123131577,0,5766410870,0,S010002026,681133557,B100000001,1,N,홍익대학교사범대학부속초등학교,,
사립,2,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,결산세입,448353646,133100790,0,10524131450,71000412,S010002163,1067406985,B100000001,1,N,경복초등학교,,
사립,2,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,결산세입,1962256394,104238358,0,6715728860,22413880,S010002196,940213820,B100000001,1,N,성동초등학교,,
사립,2,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,결산세입,521958154,185088811,0,4660132110,1100000,S010002197,566142500,B100000001,1,N,세종초등학교,초,2.0
사립,2,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,결산세입,974183956,130326508,0,7633675730,399783000,S010002198,870977370,B100000001,1,N,한양초등학교,,
사립,2,서울특별시 성북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,미지정,결산세입,252119452,92648620,0,5555039200,0,S010002289,846221970,B100000001,1,N,광운초등학교,,
사립,2,서울특별시 성북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,미지정,결산세입,291039887,38113117,0,5136743890,69177980,S010002290,839940570,B100000001,1,N,대광초등학교,,
사립,2,서울특별시 성북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,복식부기,결산세입,457651138,70719531,0,5836906690,5000000,S010002291,566634740,B100000001,1,N,매원초등학교,,
사립,2,서울특별시 성북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,복식부기,결산세입,645458477,77737675,0,4681517180,1000000,S010002326,782186820,B100000001,1,N,성신초등학교,,
사립,2,서울특별시 강북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,복식부기,결산세입,923661737,94414048,0,8463769700,291348900,S010002327,874248110,B100000001,1,N,영훈초등학교,,
